FECHA_ACCIDENTE,HORA_ACCIDENTE,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SITIO_EXACTO_ACCIDENTE,CANT_HERIDOS_EN_SITIO_ACCIDENTE,CANT_MUERTOS_EN_SITIO_ACCIDENTE,CANTIDAD_ACCIDENTES,AÑO_ACCIDENTE,MES_ACCIDENTE,DIA_ACCIDENTE,HORA_NUMERICA(24h),ACCIDENTE_FATAL,HORA_NUMERICA,GRAVEDAD_ENC
2018-01-01,01:30:00,Con heridos,Atropello,CL 87 9H 24,1.0,0.0,1,2018,1,,1,0,1,0
2018-01-01,14:00:00,Solo daños,Choque,CL 110 CR 46,1.0,0.0,1,2018,1,,14,0,14,2
2018-01-01,04:00:00,Solo daños,Choque,AV CIRCUNVALAR CR 9G,1.0,0.0,1,2018,1,,4,0,4,2
2018-01-01,04:30:00,Solo daños,Choque,CLLE 72 CRA 29,1.0,0.0,1,2018,1,,4,0,4,2
2018-01-01,17:20:00,Solo daños,Choque,VIA 40 CALLE 75,1.0,0.0,1,2018,1,,17,0,17,2
2018-01-01,18:00:00,Con heridos,Choque,CR 8 CL 41,3.0,0.0,1,2018,1,,18,0,18,0
2018-01-01,00:50:00,Con heridos,Atropello,CLLE 119B CRA 11B,1.0,0.0,1,2018,1,,0,0,0,0
2018-01-02,14:30:00,Solo daños,Choque,CARRERA 25 37-42,1.0,0.0,1,2018,1,,14,0,14,2
2018-01-02,15:00:00,Solo daños,Choque,CR 51B 1D 35,1.0,0.0,1,2018,1,,15,0,15,2
2018-01-02,15:45:00,Solo daños,Choque,VIA 40  CLLE 85,1.0,0.0,1,2018,1,,15,0,15,2
2018-01-02,16:10:00,Solo daños,Choque,CL 19 CR 2C,1.0,0.0,1,2018,1,,16,0,16,2
2018-01-02,17:30:00,Solo daños,Choque,VIA 40 CL 77B,1.0,0.0,1,2018,1,,17,0,17,2
2018-01-02,17:45:00,Solo daños,Choque,CL 89 CON 75B,1.0,0.0,1,2018,1,,17,0,17,2
2018-01-02,19:00:00,Solo daños,Choque,CL 47 CR 38,1.0,0.0,1,2018,1,,19,0,19,2
2018-01-02,19:30:00,Solo daños,Choque,CLLE 96 CRA 64,1.0,0.0,1,2018,1,,19,0,19,2
2018-01-02,20:40:00,Con heridos,Choque,CIRCUNVALAR CR 9G,2.0,0.0,1,2018,1,,20,0,20,0
2018-01-02,09:00:00,Solo daños,Choque,CLLE 39 CRA 27,1.0,0.0,1,2018,1,,9,0,9,2
2018-01-02,23:00:00,Con heridos,Choque,CL 30 CR 30,1.0,0.0,1,2018,1,,23,0,23,0
2018-01-03,14:20:00,Solo daños,Choque,CL 110 CR 6Q,1.0,0.0,1,2018,1,,14,0,14,2
2018-01-03,15:15:00,Solo daños,Choque,CL 19 CR 5C,1.0,0.0,1,2018,1,,15,0,15,2
2018-01-03,15:40:00,Solo daños,Choque,AV CIRCUNVALAR CON AV CORDIALIDAD,1.0,0.0,1,2018,1,,15,0,15,2
2018-01-03,16:10:00,Solo daños,Choque,CL 19 CR 7D,1.0,0.0,1,2018,1,,16,0,16,2
2018-01-03,18:05:00,Solo daños,Choque,CR 7F NO 47 56,1.0,0.0,1,2018,1,,18,0,18,2
2018-01-03,08:10:00,Solo daños,Choque,DIAG 5 CR 8,1.0,0.0,1,2018,1,,8,0,8,2
2018-01-03,08:25:00,Con heridos,Atropello,CLLE 110 CRA 52,2.0,0.0,1,2018,1,,8,0,8,0
2018-01-03,20:30:00,Con heridos,Choque,CR 15 SUR 46 500,1.0,0.0,1,2018,1,,20,0,20,0
2018-01-03,22:05:00,Con heridos,Choque,CL 27B CR 20 B 44,1.0,0.0,1,2018,1,,22,0,22,0
2018-01-03,11:40:00,Solo daños,Choque,CR 21 CL 74B 23,1.0,0.0,1,2018,1,,11,0,11,2
2018-01-03,23:45:00,Solo daños,Choque,CARRERA 38 51-17,1.0,0.0,1,2018,1,,23,0,23,2
2018-01-03,12:00:00,Con heridos,Choque,AV CIRCUNVALAR CR 51B,1.0,0.0,1,2018,1,,12,0,12,0
2018-01-04,13:15:00,Con heridos,Choque,CR 29 CL 37,1.0,0.0,1,2018,1,,13,0,13,0
2018-01-04,14:50:00,Solo daños,Choque,CRA 75A CLLE 91,1.0,0.0,1,2018,1,,14,0,14,2
2018-01-04,15:00:00,Solo daños,Choque,CLLE 17 CRA 22,1.0,0.0,1,2018,1,,15,0,15,2
2018-01-04,16:00:00,Solo daños,Choque,CR 49 CL 64,1.0,0.0,1,2018,1,,16,0,16,2
2018-01-04,04:30:00,Solo daños,Choque,CL 85 CR 57,1.0,0.0,1,2018,1,,4,0,4,2
2018-01-04,17:40:00,Solo daños,Choque,CL 72 39 20,1.0,0.0,1,2018,1,,17,0,17,2
2018-01-04,06:30:00,Solo daños,Choque,CLLE 30 CRA 21B,1.0,0.0,1,2018,1,,6,0,6,2
2018-01-04,19:20:00,Con heridos,Atropello,CR 17 CL 36B,1.0,0.0,1,2018,1,,19,0,19,0
2018-01-04,08:20:00,Con heridos,Choque,CL 82 CR 59B,1.0,0.0,1,2018,1,,8,0,8,0
2018-01-04,20:30:00,Con heridos,Choque,CR 14 CL 35,1.0,0.0,1,2018,1,,20,0,20,0
2018-01-04,09:00:00,Solo daños,Choque,CLLE 96 CRA 49C,1.0,0.0,1,2018,1,,9,0,9,2
2018-01-04,09:50:00,Solo daños,Choque,CR 51B CON 85,1.0,0.0,1,2018,1,,9,0,9,2
2018-01-04,22:00:00,Solo daños,Choque,CR 51B CL 90,1.0,0.0,1,2018,1,,22,0,22,2
2018-01-04,10:30:00,Solo daños,Choque,CL 19 CR 1C,1.0,0.0,1,2018,1,,10,0,10,2
2018-01-04,12:40:00,Con heridos,Choque,CL 110 CR 10,2.0,0.0,1,2018,1,,12,0,12,0
2018-01-04,12:40:00,Solo daños,Choque,CALLE 110 CARRERA 38,1.0,0.0,1,2018,1,,12,0,12,2
2018-01-05,13:30:00,Solo daños,Choque,CLLE 68B CRA 68,1.0,0.0,1,2018,1,,13,0,13,2
2018-01-05,13:50:00,Solo daños,Choque,AVENIDA 47 CALLE 88B,1.0,0.0,1,2018,1,,13,0,13,2
2018-01-05,15:58:00,Solo daños,Choque,CLLE 42 CRA 78,1.0,0.0,1,2018,1,,15,0,15,2
2018-01-05,16:40:00,Solo daños,Choque,CL 99 CR 52 53,1.0,0.0,1,2018,1,,16,0,16,2
2018-01-05,17:00:00,Solo daños,Choque,VIA 40 CR 51,1.0,0.0,1,2018,1,,17,0,17,2
2018-01-05,17:10:00,Con heridos,Choque,CRA 49C CALLE 76,1.0,0.0,1,2018,1,,17,0,17,0
2018-01-05,17:30:00,Solo daños,Choque,CRA 53 CALLE 110,1.0,0.0,1,2018,1,,17,0,17,2
2018-01-05,05:50:00,Con heridos,Choque,CRA 45 CLLE 53,1.0,0.0,1,2018,1,,5,0,5,0
2018-01-05,17:50:00,Solo daños,Choque,CL 110 CR 6,1.0,0.0,1,2018,1,,17,0,17,2
2018-01-05,06:06:00,Solo daños,Choque,CALLE 47 CRA 8,1.0,0.0,1,2018,1,,6,0,6,2
2018-01-05,08:40:00,Con heridos,Choque,CRA 20B CALLE 64B,2.0,0.0,1,2018,1,,8,0,8,0
2018-01-05,09:45:00,Solo daños,Choque,CR 51B CL 90,1.0,0.0,1,2018,1,,9,0,9,2
2018-01-06,14:25:00,Con heridos,Caida Ocupante,AV CORDIALIDAD CON CIRCUNVALAR,1.0,0.0,1,2018,1,,14,0,14,0
2018-01-06,15:20:00,Solo daños,Choque,CR 44 CL 42,1.0,0.0,1,2018,1,,15,0,15,2
2018-01-06,17:30:00,Solo daños,Choque,CALLE 70 CRA 48,1.0,0.0,1,2018,1,,17,0,17,2
2018-01-06,19:50:00,Solo daños,Choque,CLLE 84 CRA 42B1,1.0,0.0,1,2018,1,,19,0,19,2
2018-01-06,09:30:00,Con heridos,Atropello,CLLE 110 CRA 6,2.0,0.0,1,2018,1,,9,0,9,0
2018-01-06,10:15:00,Solo daños,Choque,VIA 40 CR 46,1.0,0.0,1,2018,1,,10,0,10,2
2018-01-06,10:55:00,Solo daños,Choque,CRA 46 CLLE 76,1.0,0.0,1,2018,1,,10,0,10,2
2018-01-06,11:25:00,Con heridos,Choque,CLLE 68 CRA 60,1.0,0.0,1,2018,1,,11,0,11,0
2018-01-06,11:30:00,Con heridos,Choque,CRA 51B CALLE 90,1.0,0.0,1,2018,1,,11,0,11,0
2018-01-06,11:30:00,Solo daños,Choque,CR 42F 75B 124,1.0,0.0,1,2018,1,,11,0,11,2
2018-01-06,12:15:00,Con muertos,Atropello,CALLE 30 CRA 46,1.0,1.0,1,2018,1,,12,1,12,1
2018-01-07,13:30:00,Solo daños,Choque,CRA 58 CALLE 94,1.0,0.0,1,2018,1,,13,0,13,2
2018-01-07,13:50:00,Con heridos,Choque,CR 10 CL 62,2.0,0.0,1,2018,1,,13,0,13,0
2018-01-07,16:20:00,Con heridos,Choque,CLLE 39 CRA 26B,3.0,0.0,1,2018,1,,16,0,16,0
2018-01-07,04:50:00,Solo daños,Choque,CL 30 CR 29,1.0,0.0,1,2018,1,,4,0,4,2
2018-01-07,05:15:00,Solo daños,Choque,CR 51B CL 100,1.0,0.0,1,2018,1,,5,0,5,2
2018-01-07,17:40:00,Solo daños,Choque,CLLE 110 CRA 38,1.0,0.0,1,2018,1,,17,0,17,2
2018-01-07,20:30:00,Con heridos,Choque,CRA 58 CALLE 90,5.0,0.0,1,2018,1,,20,0,20,0
2018-01-07,09:30:00,Solo daños,Choque,CRA 50 CALLE 18,1.0,0.0,1,2018,1,,9,0,9,2
2018-01-07,11:30:00,Solo daños,Choque,CL 30 CR 41,1.0,0.0,1,2018,1,,11,0,11,2
2018-01-08,13:40:00,Solo daños,Choque,CRA 45 CALLE 37,1.0,0.0,1,2018,1,,13,0,13,2
2018-01-08,14:50:00,Solo daños,Choque,CRA 38 CALLE 72,1.0,0.0,1,2018,1,,14,0,14,2
2018-01-08,16:00:00,Solo daños,Choque,CALLE 48 CRA 41,1.0,0.0,1,2018,1,,16,0,16,2
2018-01-08,05:21:00,Solo daños,Choque,CALLE 30 CRA 20,1.0,0.0,1,2018,1,,5,0,5,2
2018-01-08,19:20:00,Solo daños,Choque,CLLE 53D CRA 29,1.0,0.0,1,2018,1,,19,0,19,2
2018-01-08,07:35:00,Con heridos,Atropello,CR 38 CL 30,1.0,0.0,1,2018,1,,7,0,7,0
2018-01-08,22:40:00,Solo daños,Choque,CR 44 CL 38,1.0,0.0,1,2018,1,,22,0,22,2
2018-01-08,12:00:00,Solo daños,Choque,CRA 42G CALLE 84B,1.0,0.0,1,2018,1,,12,0,12,2
2018-01-08,12:20:00,Con heridos,Choque,CR 13 CL 104,1.0,0.0,1,2018,1,,12,0,12,0
2018-01-09,16:30:00,Con heridos,Atropello,CLLE 42 CRA 41,1.0,0.0,1,2018,1,,16,0,16,0
2018-01-09,17:40:00,Con heridos,Choque,CRA 38 CLLE 80B,2.0,0.0,1,2018,1,,17,0,17,0
2018-01-09,19:00:00,Solo daños,Choque,CALLE 106 CRA 51B,1.0,0.0,1,2018,1,,19,0,19,2
2018-01-09,09:50:00,Con heridos,Choque,CALLE 72 CRA 38B,1.0,0.0,1,2018,1,,9,0,9,0
2018-01-09,22:35:00,Solo daños,Choque,VIA 40 CRA 54,1.0,0.0,1,2018,1,,22,0,22,2
2018-01-09,11:20:00,Con heridos,Choque,CR 37 CL 57,1.0,0.0,1,2018,1,,11,0,11,0
2018-01-09,12:30:00,Con heridos,Choque,CLLE 72 CRA 65,2.0,0.0,1,2018,1,,12,0,12,0
2018-01-09,12:40:00,Solo daños,Choque,CRA 46 CALLE 94,1.0,0.0,1,2018,1,,12,0,12,2
2018-01-10,14:00:00,Solo daños,Choque,CR 68 CL 75,1.0,0.0,1,2018,1,,14,0,14,2
2018-01-10,15:10:00,Con heridos,Choque,CL 34 CR 35,1.0,0.0,1,2018,1,,15,0,15,0
2018-01-10,15:50:00,Con heridos,Choque,VIA 40 CR 79,1.0,0.0,1,2018,1,,15,0,15,0
2018-01-10,16:00:00,Solo daños,Choque,CL 19 3A 34,1.0,0.0,1,2018,1,,16,0,16,2
2018-01-10,17:30:00,Solo daños,Choque,VIA 40 CON 67B,1.0,0.0,1,2018,1,,17,0,17,2
2018-01-10,18:10:00,Solo daños,Choque,CL 82 43 19,1.0,0.0,1,2018,1,,18,0,18,2
2018-01-10,08:00:00,Solo daños,Choque,CLLE 79 CRA 73,1.0,0.0,1,2018,1,,8,0,8,2
2018-01-10,20:15:00,Solo daños,Choque,CRA 47 CLLE 82,1.0,0.0,1,2018,1,,20,0,20,2
2018-01-10,08:39:00,Solo daños,Choque,CL 79 42F 41,1.0,0.0,1,2018,1,,8,0,8,2
2018-01-10,22:15:00,Con heridos,Choque,CRA 49 CALLE 67,2.0,0.0,1,2018,1,,22,0,22,0
2018-01-10,10:40:00,Solo daños,Choque,CALLE 38 CRA 21B,1.0,0.0,1,2018,1,,10,0,10,2
2018-01-10,12:10:00,Solo daños,Choque,CR 9G 94 102,1.0,0.0,1,2018,1,,12,0,12,2
2018-01-10,12:15:00,Solo daños,Choque,CL 45 CR 50B,1.0,0.0,1,2018,1,,12,0,12,2
2018-01-10,12:40:00,Solo daños,Choque,CL 19 CR 7,1.0,0.0,1,2018,1,,12,0,12,2
2018-01-11,13:30:00,Solo daños,Choque,CL 75 CR 41D,1.0,0.0,1,2018,1,,13,0,13,2
2018-01-11,14:40:00,Con heridos,Choque,CL 30 CR 44,2.0,0.0,1,2018,1,,14,0,14,0
2018-01-11,15:40:00,Con heridos,Atropello,CRA 47 CALLE 72,1.0,0.0,1,2018,1,,15,0,15,0
2018-01-11,18:14:00,Solo daños,Choque,CRA 58 CALLE 91,1.0,0.0,1,2018,1,,18,0,18,2
2018-01-11,18:30:00,Solo daños,Choque,CL 110 CR 36B,1.0,0.0,1,2018,1,,18,0,18,2
2018-01-11,18:30:00,Solo daños,Choque,CL 30 FRENTE AL 29 101,1.0,0.0,1,2018,1,,18,0,18,2
2018-01-11,19:30:00,Solo daños,Choque,CR 54 CL 59,1.0,0.0,1,2018,1,,19,0,19,2
2018-01-11,20:00:00,Con heridos,Choque,CR 46 CL 54,1.0,0.0,1,2018,1,,20,0,20,0
2018-01-11,09:40:00,Con heridos,Choque,CR 44 CL 51,7.0,0.0,1,2018,1,,9,0,9,0
2018-01-11,09:40:00,Solo daños,Choque,CR 42 CL 85,1.0,0.0,1,2018,1,,9,0,9,2
2018-01-11,22:30:00,Con heridos,Choque,CL 30 CR 21,2.0,0.0,1,2018,1,,22,0,22,0
2018-01-11,11:30:00,Solo daños,Choque,CRA 33 CALLE 39,1.0,0.0,1,2018,1,,11,0,11,2
2018-01-11,12:05:00,Solo daños,Choque,CRA 45 CLLE 44,1.0,0.0,1,2018,1,,12,0,12,2
2018-01-11,12:40:00,Con heridos,Atropello,CR 14 CL 63,1.0,0.0,1,2018,1,,12,0,12,0
2018-01-12,13:10:00,Con heridos,Choque,CL 86 CR 71,1.0,0.0,1,2018,1,,13,0,13,0
2018-01-12,13:30:00,Solo daños,Choque,CRA 51 CALLE 96,1.0,0.0,1,2018,1,,13,0,13,2
2018-01-12,15:20:00,Solo daños,Choque,CL 81 CR 64,1.0,0.0,1,2018,1,,15,0,15,2
2018-01-12,15:40:00,Solo daños,Choque,CRA 42F CALLE 79,1.0,0.0,1,2018,1,,15,0,15,2
2018-01-12,16:50:00,Solo daños,Choque,CRA 55 CALLE 100,1.0,0.0,1,2018,1,,16,0,16,2
2018-01-12,17:20:00,Solo daños,Choque,CL 30 CR 21 Y 22,1.0,0.0,1,2018,1,,17,0,17,2
2018-01-12,17:20:00,Solo daños,Choque,VIA 40 CL 80,1.0,0.0,1,2018,1,,17,0,17,2
2018-01-12,18:00:00,Solo daños,Choque,CRA 38 CALLE 56,1.0,0.0,1,2018,1,,18,0,18,2
2018-01-12,18:20:00,Con heridos,Choque,CR 14 CL 56B,1.0,0.0,1,2018,1,,18,0,18,0
2018-01-12,06:30:00,Solo daños,Choque,CRA 51B CALLE 84,1.0,0.0,1,2018,1,,6,0,6,2
2018-01-12,19:45:00,Solo daños,Choque,CRA 50 CALLE 86,1.0,0.0,1,2018,1,,19,0,19,2
2018-01-12,07:50:00,Solo daños,Choque,AVENIDA 110 CALLE 47,1.0,0.0,1,2018,1,,7,0,7,2
2018-01-12,08:30:00,Solo daños,Choque,CLLE 45B CRA 21,1.0,0.0,1,2018,1,,8,0,8,2
2018-01-12,08:50:00,Solo daños,Choque,AV CIRCUNVALAR,1.0,0.0,1,2018,1,,8,0,8,2
2018-01-12,09:00:00,Con heridos,Choque,CR 38 CL 79A,3.0,0.0,1,2018,1,,9,0,9,0
2018-01-12,10:30:00,Solo daños,Choque,CLLE 84 CRA 42 G,1.0,0.0,1,2018,1,,10,0,10,2
2018-01-12,11:30:00,Con heridos,Atropello,CL 110 CR 38 Y 43,1.0,0.0,1,2018,1,,11,0,11,0
2018-01-12,23:50:00,Solo daños,Choque,CRA 47 CALLE 104,1.0,0.0,1,2018,1,,23,0,23,2
2018-01-13,01:00:00,Solo daños,Choque,CALLE 19 CRA 3A,1.0,0.0,1,2018,1,,1,0,1,2
2018-01-13,01:30:00,Con heridos,Choque,CRA 46 CALLE 93,1.0,0.0,1,2018,1,,1,0,1,0
2018-01-13,13:50:00,Con heridos,Choque,CR 15 SUR CL 70,1.0,0.0,1,2018,1,,13,0,13,0
2018-01-13,16:30:00,Solo daños,Choque,CL 60 CR 31,1.0,0.0,1,2018,1,,16,0,16,2
2018-01-13,16:45:00,Solo daños,Choque,CALLE 30 CRA 11,1.0,0.0,1,2018,1,,16,0,16,2
2018-01-13,18:00:00,Solo daños,Choque,CALLE 79 CRA 42,1.0,0.0,1,2018,1,,18,0,18,2
2018-01-13,06:05:00,Con heridos,Choque,CRA 34 CALLE 72,2.0,0.0,1,2018,1,,6,0,6,0
2018-01-13,19:09:00,Solo daños,Choque,CL 99 CR 55,1.0,0.0,1,2018,1,,19,0,19,2
2018-01-13,19:10:00,Con heridos,Choque,CALLE 45 CRA 45,1.0,0.0,1,2018,1,,19,0,19,0
2018-01-13,07:30:00,Con heridos,Choque,CRA 38 CALLE 57,2.0,0.0,1,2018,1,,7,0,7,0
2018-01-13,20:00:00,Con heridos,Atropello,CR 42H 87 80,2.0,0.0,1,2018,1,,20,0,20,0
2018-01-13,09:30:00,Solo daños,Choque,CL 80B CR 41D,1.0,0.0,1,2018,1,,9,0,9,2
2018-01-13,11:00:00,Con heridos,Atropello,CL 110 CR 26,1.0,0.0,1,2018,1,,11,0,11,0
2018-01-13,23:30:00,Con heridos,Choque,CL 38B CR 5A,1.0,0.0,1,2018,1,,23,0,23,0
2018-01-13,11:35:00,Solo daños,Choque,CRA 14 CALLR 45B,1.0,0.0,1,2018,1,,11,0,11,2
2018-01-13,12:20:00,Solo daños,Choque,CALLE 74 CRA 42F,1.0,0.0,1,2018,1,,12,0,12,2
2018-01-13,12:40:00,Solo daños,Choque,CALLE 76 CRA 51,1.0,0.0,1,2018,1,,12,0,12,2
2018-01-14,13:40:00,Solo daños,Choque,CR 42G 97 140,1.0,0.0,1,2018,1,,13,0,13,2
2018-01-14,13:50:00,Solo daños,Choque,CL 100 CR 37,1.0,0.0,1,2018,1,,13,0,13,2
2018-01-14,15:20:00,Solo daños,Choque,CR 66 49 105,1.0,0.0,1,2018,1,,15,0,15,2
2018-01-14,16:00:00,Con heridos,Choque,CR 8 CL 51B,2.0,0.0,1,2018,1,,16,0,16,0
2018-01-14,16:40:00,Con heridos,Atropello,CL 45 CR 11 SUR,2.0,0.0,1,2018,1,,16,0,16,0
2018-01-14,17:10:00,Con heridos,Choque,AV CIRCUNVALAR CL 98 Y 106,2.0,0.0,1,2018,1,,17,0,17,0
2018-01-14,17:40:00,Con heridos,Choque,CORDIALIDAD KM 2 ULTRACEM,1.0,0.0,1,2018,1,,17,0,17,0
2018-01-14,07:30:00,Con heridos,Choque,CL 35 CR 14,1.0,0.0,1,2018,1,,7,0,7,0
2018-01-14,08:00:00,Con heridos,Choque,CL 110 CR 6,2.0,0.0,1,2018,1,,8,0,8,0
2018-01-14,11:20:00,Solo daños,Choque,CR 38 CL 30,1.0,0.0,1,2018,1,,11,0,11,2
2018-01-14,11:45:00,Solo daños,Choque,CR 51B CL 79 220,1.0,0.0,1,2018,1,,11,0,11,2
2018-01-14,00:40:00,Solo daños,Choque,CLLE 66 CRA 60,1.0,0.0,1,2018,1,,0,0,0,2
2018-01-15,14:20:00,Solo daños,Choque,CALLE 110 CRA 9G,1.0,0.0,1,2018,1,,14,0,14,2
2018-01-15,03:00:00,Con heridos,Choque,CR 46 CL 64,8.0,0.0,1,2018,1,,3,0,3,0
2018-01-15,15:30:00,Solo daños,Choque,CL 68 FRENTE AL 46 78,1.0,0.0,1,2018,1,,15,0,15,2
2018-01-15,15:40:00,Con heridos,Choque,VIA 40 CRA 67,2.0,0.0,1,2018,1,,15,0,15,0
2018-01-15,16:40:00,Solo daños,Choque,CL 53 46 50,1.0,0.0,1,2018,1,,16,0,16,2
2018-01-15,17:00:00,Solo daños,Choque,CR 46 CL 82,1.0,0.0,1,2018,1,,17,0,17,2
2018-01-15,06:40:00,Solo daños,Choque,CRA 51B CALLE 100,1.0,0.0,1,2018,1,,6,0,6,2
2018-01-15,06:50:00,Solo daños,Choque,CR 32 CL 30,1.0,0.0,1,2018,1,,6,0,6,2
2018-01-15,07:30:00,Solo daños,Choque,CL 72 CR 56,1.0,0.0,1,2018,1,,7,0,7,2
2018-01-15,19:35:00,Solo daños,Choque,AV CIRCUNVALAR CR 9G,1.0,0.0,1,2018,1,,19,0,19,2
2018-01-15,08:15:00,Solo daños,Choque,VIA 40 CALLE 73,1.0,0.0,1,2018,1,,8,0,8,2
2018-01-15,20:15:00,Con heridos,Atropello,AV CORDIALIDAD KM 1 VIA GALAPA,2.0,0.0,1,2018,1,,20,0,20,0
2018-01-15,08:30:00,Solo daños,Choque,CR 40 FRENTE AL 40 47,1.0,0.0,1,2018,1,,8,0,8,2
2018-01-15,09:00:00,Con heridos,Choque,CR 9G CON CIRCUNVALAR,2.0,0.0,1,2018,1,,9,0,9,0
2018-01-15,21:10:00,Solo daños,Choque,CL 91 CR 1E,1.0,0.0,1,2018,1,,21,0,21,2
2018-01-15,09:30:00,Solo daños,Choque,CLLE 65B CRA 24B,1.0,0.0,1,2018,1,,9,0,9,2
2018-01-15,09:45:00,Solo daños,Choque,CR 46 CL 48,1.0,0.0,1,2018,1,,9,0,9,2
2018-01-15,10:00:00,Solo daños,Choque,CL 6 CORREDOR PORTUARIO ZONA FRANCA,1.0,0.0,1,2018,1,,10,0,10,2
2018-01-15,10:05:00,Con heridos,Choque,CR 45B CL 94,2.0,0.0,1,2018,1,,10,0,10,0
2018-01-15,10:40:00,Solo daños,Choque,CL 30 CR 5,1.0,0.0,1,2018,1,,10,0,10,2
2018-01-15,23:10:00,Solo daños,Choque,CRA 26C CALLE 75,1.0,0.0,1,2018,1,,23,0,23,2
2018-01-15,11:45:00,Solo daños,Choque,CL 17 33 96,1.0,0.0,1,2018,1,,11,0,11,2
2018-01-15,12:30:00,Solo daños,Choque,CALLE 110 CRA 15,1.0,0.0,1,2018,1,,12,0,12,2
2018-01-16,13:00:00,Solo daños,Choque,CL 86 CR 65,1.0,0.0,1,2018,1,,13,0,13,2
2018-01-16,13:00:00,Solo daños,Choque,CL 90 CR 59,1.0,0.0,1,2018,1,,13,0,13,2
2018-01-16,14:30:00,Solo daños,Choque,CL 57 CR 37,1.0,0.0,1,2018,1,,14,0,14,2
2018-01-16,14:30:00,Solo daños,Choque,CR 58 79 79,1.0,0.0,1,2018,1,,14,0,14,2
2018-01-16,15:20:00,Solo daños,Choque,CL 61 CR 23,1.0,0.0,1,2018,1,,15,0,15,2
2018-01-16,17:10:00,Con heridos,Atropello,CL 86 CR 51B,1.0,0.0,1,2018,1,,17,0,17,0
2018-01-16,17:32:00,Solo daños,Choque,CR 23 ENTRE CL 29 Y 30,1.0,0.0,1,2018,1,,17,0,17,2
2018-01-16,17:50:00,Con heridos,Choque,CR 46 CL 92 Y 93,1.0,0.0,1,2018,1,,17,0,17,0
2018-01-16,18:00:00,Solo daños,Choque,CL 70 FRENTE AL NO 44 18,1.0,0.0,1,2018,1,,18,0,18,2
2018-01-16,18:10:00,Solo daños,Choque,CR 54 CL 54,1.0,0.0,1,2018,1,,18,0,18,2
2018-01-16,18:20:00,Con heridos,Choque,CLLE 72 CRA 56,1.0,0.0,1,2018,1,,18,0,18,0
2018-01-16,08:00:00,Con heridos,Choque,CR 6 CL 99,1.0,0.0,1,2018,1,,8,0,8,0
2018-01-16,20:00:00,Con heridos,Atropello,CL 45 CR 24,2.0,0.0,1,2018,1,,20,0,20,0
2018-01-16,08:30:00,Solo daños,Choque,CL 86 CR 52,1.0,0.0,1,2018,1,,8,0,8,2
2018-01-16,08:35:00,Con heridos,Choque,CR 38 CL 81,1.0,0.0,1,2018,1,,8,0,8,0
2018-01-16,10:15:00,Solo daños,Choque,AV CORDIALIDAD KM 116 + 50,1.0,0.0,1,2018,1,,10,0,10,2
2018-01-16,10:30:00,Solo daños,Choque,CL 76 CR 56,1.0,0.0,1,2018,1,,10,0,10,2
2018-01-16,22:55:00,Solo daños,Choque,VIA 40 CALLE 54,1.0,0.0,1,2018,1,,22,0,22,2
2018-01-16,23:10:00,Solo daños,Choque,CRA 53 CALLE 106,1.0,0.0,1,2018,1,,23,0,23,2
2018-01-16,11:30:00,Con heridos,Atropello,CR 43B CL 92,1.0,0.0,1,2018,1,,11,0,11,0
2018-01-16,12:00:00,Solo daños,Choque,CALLE 88 CARA 75A,1.0,0.0,1,2018,1,,12,0,12,2
2018-01-16,12:05:00,Solo daños,Choque,CL 75 CR 45,1.0,0.0,1,2018,1,,12,0,12,2
2018-01-16,12:20:00,Solo daños,Choque,CR 38 FRENTE AL 69 80,1.0,0.0,1,2018,1,,12,0,12,2
2018-01-17,13:00:00,Solo daños,Choque,CL 75 CR 48,1.0,0.0,1,2018,1,,13,0,13,2
2018-01-17,14:00:00,Solo daños,Choque,CL 85 CR 43B,1.0,0.0,1,2018,1,,14,0,14,2
2018-01-17,14:30:00,Solo daños,Choque,CL 74 CON 41D,1.0,0.0,1,2018,1,,14,0,14,2
2018-01-17,14:45:00,Con heridos,Choque,CL 45 CR 30,1.0,0.0,1,2018,1,,14,0,14,0
2018-01-17,05:00:00,Solo daños,Choque,CR 46 CL 93,1.0,0.0,1,2018,1,,5,0,5,2
2018-01-17,17:00:00,Solo daños,Choque,CR 38 CL 58,1.0,0.0,1,2018,1,,17,0,17,2
2018-01-17,17:20:00,Solo daños,Choque,CR 51B CL 87,1.0,0.0,1,2018,1,,17,0,17,2
2018-01-17,18:00:00,Solo daños,Choque,CARRERA 41D CALLE 73,1.0,0.0,1,2018,1,,18,0,18,2
2018-01-17,18:00:00,Solo daños,Choque,CL 68 FRENTE AL 50 35,1.0,0.0,1,2018,1,,18,0,18,2
2018-01-17,18:20:00,Solo daños,Choque,VIA 40 CL 77,1.0,0.0,1,2018,1,,18,0,18,2
2018-01-17,18:30:00,Solo daños,Choque,CR 43 82 178,1.0,0.0,1,2018,1,,18,0,18,2
2018-01-17,18:30:00,Solo daños,Choque,CR 54 CL 53,1.0,0.0,1,2018,1,,18,0,18,2
2018-01-17,19:40:00,Solo daños,Choque,CL 85 64C 46,1.0,0.0,1,2018,1,,19,0,19,2
2018-01-17,09:15:00,Solo daños,Choque,CL 72 34 20,1.0,0.0,1,2018,1,,9,0,9,2
2018-01-17,11:30:00,Con heridos,Choque,VIA 40 85B 300,1.0,0.0,1,2018,1,,11,0,11,0
