FECHA_ACCIDENTE,HORA_ACCIDENTE,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SITIO_EXACTO_ACCIDENTE,CANT_HERIDOS_EN_SITIO_ACCIDENTE,CANT_MUERTOS_EN_SITIO_ACCIDENTE,CANTIDAD_ACCIDENTES,AÑO_ACCIDENTE,MES_ACCIDENTE,DIA_ACCIDENTE,HORA_NUMERICA(24h),ACCIDENTE_FATAL,HORA_NUMERICA,GRAVEDAD_ENC
2019-06-10,09:30:00,Con heridos,Choque,CR 68 CL 84,1.0,0.0,1,2019,6,,9,0,9,0
2019-06-10,09:30:00,Solo daños,Choque,CR 46 79 29,1.0,0.0,1,2019,6,,9,0,9,2
2019-06-10,11:20:00,Con heridos,Choque,CL 110 CR 36,1.0,0.0,1,2019,6,,11,0,11,0
2019-06-10,11:20:00,Solo daños,Choque,CL 110 CR 36,1.0,0.0,1,2019,6,,11,0,11,2
2019-06-10,00:20:00,Solo daños,Choque,CALLE 53 CRA 46,1.0,0.0,1,2019,6,,0,0,0,2
2019-06-11,14:20:00,Solo daños,Choque,CL 79 CR 49B,1.0,0.0,1,2019,6,,14,0,14,2
2019-06-11,14:30:00,Solo daños,Choque,VIA 40 CR 51,1.0,0.0,1,2019,6,,14,0,14,2
2019-06-11,15:10:00,Solo daños,Choque,CL 19 CR 7,1.0,0.0,1,2019,6,,15,0,15,2
2019-06-11,15:30:00,Con heridos,Choque,CR 59B CL 58,1.0,0.0,1,2019,6,,15,0,15,0
2019-06-11,15:35:00,Solo daños,Choque,CR 51B CL 92,1.0,0.0,1,2019,6,,15,0,15,2
2019-06-11,16:30:00,Solo daños,Choque,CL 60 CR 27,1.0,0.0,1,2019,6,,16,0,16,2
2019-06-11,17:40:00,Con heridos,Choque,CR 66 CL 58,1.0,0.0,1,2019,6,,17,0,17,0
2019-06-11,07:00:00,Solo daños,Choque,CL 53D CR 20,1.0,0.0,1,2019,6,,7,0,7,2
2019-06-11,07:05:00,Solo daños,Choque,CL 45 CR 21,1.0,0.0,1,2019,6,,7,0,7,2
2019-06-11,19:30:00,Solo daños,Choque,CR 36 CL 74,1.0,0.0,1,2019,6,,19,0,19,2
2019-06-11,11:00:00,Solo daños,Choque,CALLE 37 CRA 22,1.0,0.0,1,2019,6,,11,0,11,2
2019-06-11,12:20:00,Con heridos,Choque,CL 50 CR 9,1.0,0.0,1,2019,6,,12,0,12,0
2019-06-11,12:40:00,Solo daños,Choque,CRA 53 CALLE 79,1.0,0.0,1,2019,6,,12,0,12,2
2019-06-12,13:30:00,Solo daños,Choque,CALLE 17 CRA 8,1.0,0.0,1,2019,6,,13,0,13,2
2019-06-12,13:30:00,Solo daños,Choque,CL 64B CR 91,1.0,0.0,1,2019,6,,13,0,13,2
2019-06-12,13:50:00,Solo daños,Choque,CRA 38 CALLE 71,1.0,0.0,1,2019,6,,13,0,13,2
2019-06-12,17:30:00,Con heridos,Atropello,CR 36B CL 117B,1.0,0.0,1,2019,6,,17,0,17,0
2019-06-12,06:25:00,Con heridos,Choque,CR 29 CL 72,2.0,0.0,1,2019,6,,6,0,6,0
2019-06-12,06:40:00,Solo daños,Choque,CALLE 71B CRA 27,1.0,0.0,1,2019,6,,6,0,6,2
2019-06-12,19:40:00,Solo daños,Choque,CRA 44 CALLE 75B,1.0,0.0,1,2019,6,,19,0,19,2
2019-06-12,08:30:00,Solo daños,Choque,CR 52 CL 106,1.0,0.0,1,2019,6,,8,0,8,2
2019-06-12,09:50:00,Con heridos,Choque,CL 50 CR 37,2.0,0.0,1,2019,6,,9,0,9,0
2019-06-12,10:10:00,Con heridos,Choque,CR 51 82 FRENTE 82 197,1.0,0.0,1,2019,6,,10,0,10,0
2019-06-12,10:40:00,Solo daños,Choque,CL 31 CR 30,1.0,0.0,1,2019,6,,10,0,10,2
2019-06-12,22:50:00,Solo daños,Choque,CALLE 70 CRA 15 SUR,1.0,0.0,1,2019,6,,22,0,22,2
2019-06-12,23:40:00,Solo daños,Choque,CRA 23 CALLE 61,1.0,0.0,1,2019,6,,23,0,23,2
2019-06-12,00:20:00,Solo daños,Choque,CL 45 CR 21,1.0,0.0,1,2019,6,,0,0,0,2
2019-06-12,12:20:00,Con heridos,Atropello,CR 47 CL 70,1.0,0.0,1,2019,6,,12,0,12,0
2019-06-13,13:10:00,Solo daños,Choque,AV CIRCUNVALAR CR 3 SUR,1.0,0.0,1,2019,6,,13,0,13,2
2019-06-13,14:00:00,Solo daños,Choque,CL 30 CR 23,1.0,0.0,1,2019,6,,14,0,14,2
2019-06-13,14:40:00,Solo daños,Choque,CL 80 CR 68,1.0,0.0,1,2019,6,,14,0,14,2
2019-06-13,15:10:00,Solo daños,Choque,CALLE 66 CRA 67,1.0,0.0,1,2019,6,,15,0,15,2
2019-06-13,15:40:00,Con heridos,Choque,CR 32 CL 65,1.0,0.0,1,2019,6,,15,0,15,0
2019-06-13,16:00:00,Solo daños,Choque,CL 57 CR 23,1.0,0.0,1,2019,6,,16,0,16,2
2019-06-13,16:30:00,Con heridos,Choque,CL 94 CR 59B,1.0,0.0,1,2019,6,,16,0,16,0
2019-06-13,17:20:00,Solo daños,Choque,CR 43 CL 37 50,1.0,0.0,1,2019,6,,17,0,17,2
2019-06-13,17:35:00,Solo daños,Choque,CR 38 74 112,1.0,0.0,1,2019,6,,17,0,17,2
2019-06-13,17:55:00,Solo daños,Choque,CR 46 CL 68,1.0,0.0,1,2019,6,,17,0,17,2
2019-06-13,07:45:00,Solo daños,Choque,AV CIRCUNVALAR CR 13,1.0,0.0,1,2019,6,,7,0,7,2
2019-06-13,07:45:00,Solo daños,Choque,CR 44 CL 64,1.0,0.0,1,2019,6,,7,0,7,2
2019-06-13,20:00:00,Solo daños,Choque,CR 65 CL 77,1.0,0.0,1,2019,6,,20,0,20,2
2019-06-13,09:10:00,Solo daños,Choque,CR 26 CL 24,1.0,0.0,1,2019,6,,9,0,9,2
2019-06-13,09:20:00,Solo daños,Choque,CR 28 CL 100,1.0,0.0,1,2019,6,,9,0,9,2
2019-06-13,10:00:00,Solo daños,Choque,CL 30 CR 35,1.0,0.0,1,2019,6,,10,0,10,2
2019-06-13,10:18:00,Solo daños,Choque,CR 45 CL 72,1.0,0.0,1,2019,6,,10,0,10,2
2019-06-13,10:30:00,Solo daños,Choque,CL 70 CR 53,1.0,0.0,1,2019,6,,10,0,10,2
2019-06-13,11:00:00,Solo daños,Choque,AV MURILLO 5B 24,1.0,0.0,1,2019,6,,11,0,11,2
2019-06-13,11:50:00,Solo daños,Choque,CL 30 CR 30,1.0,0.0,1,2019,6,,11,0,11,2
2019-06-14,15:15:00,Con heridos,Choque,CL 30 CR 41,1.0,0.0,1,2019,6,,15,0,15,0
2019-06-14,15:30:00,Solo daños,Choque,VIA 40 CALLE 69,1.0,0.0,1,2019,6,,15,0,15,2
2019-06-14,15:40:00,Con heridos,Choque,CL 110 CR 6M,1.0,0.0,1,2019,6,,15,0,15,0
2019-06-14,16:40:00,Solo daños,Choque,VIA 40 CL 74,1.0,0.0,1,2019,6,,16,0,16,2
2019-06-14,19:20:00,Solo daños,Choque,CR 39B CL 70,1.0,0.0,1,2019,6,,19,0,19,2
2019-06-14,19:20:00,Solo daños,Choque,CR 7 CL 26,1.0,0.0,1,2019,6,,19,0,19,2
2019-06-14,07:30:00,Solo daños,Choque,VIA 40 CL 85,1.0,0.0,1,2019,6,,7,0,7,2
2019-06-14,08:20:00,Solo daños,Choque,CR 38 CL 80,1.0,0.0,1,2019,6,,8,0,8,2
2019-06-14,09:25:00,Con heridos,Choque,CL 45B CR 21,1.0,0.0,1,2019,6,,9,0,9,0
2019-06-14,09:30:00,Solo daños,Choque,CR 44 CL 76 197,1.0,0.0,1,2019,6,,9,0,9,2
2019-06-14,09:45:00,Con heridos,Choque,CR 51B CL 93,1.0,0.0,1,2019,6,,9,0,9,0
2019-06-14,22:30:00,Solo daños,Choque,CR 46 CL 88,1.0,0.0,1,2019,6,,22,0,22,2
2019-06-14,10:40:00,Con heridos,Volcamiento,CR 37 CL 81D,4.0,0.0,1,2019,6,,10,0,10,0
2019-06-14,11:00:00,Solo daños,Choque,CL 36 43 28,1.0,0.0,1,2019,6,,11,0,11,2
2019-06-14,11:10:00,Solo daños,Choque,CL 30 CR 4,1.0,0.0,1,2019,6,,11,0,11,2
2019-06-14,11:40:00,Solo daños,Choque,CL 66 CR 62,1.0,0.0,1,2019,6,,11,0,11,2
2019-06-14,12:03:00,Con heridos,Choque,CL 55 CR 44,1.0,0.0,1,2019,6,,12,0,12,0
2019-06-15,01:00:00,Con heridos,Choque,CLLE 30 CRA 4,1.0,0.0,1,2019,6,,1,0,1,0
2019-06-15,13:20:00,Solo daños,Choque,CL 110 CR 38,1.0,0.0,1,2019,6,,13,0,13,2
2019-06-15,13:30:00,Solo daños,Choque,CL 72 CR 44 Y 43,1.0,0.0,1,2019,6,,13,0,13,2
2019-06-15,15:00:00,Solo daños,Choque,CR 38 CL 57 79,1.0,0.0,1,2019,6,,15,0,15,2
2019-06-15,15:10:00,Solo daños,Choque,CRA 71 CALLE 89,1.0,0.0,1,2019,6,,15,0,15,2
2019-06-15,15:20:00,Solo daños,Choque,CLLE 74 CALLE 47,1.0,0.0,1,2019,6,,15,0,15,2
2019-06-15,16:30:00,Con heridos,Choque,CR 43 CL 80,1.0,0.0,1,2019,6,,16,0,16,0
2019-06-15,16:30:00,Con heridos,Choque,CR 47 CL 75,3.0,0.0,1,2019,6,,16,0,16,0
2019-06-15,17:20:00,Solo daños,Choque,CALLE 75 CRA 49,1.0,0.0,1,2019,6,,17,0,17,2
2019-06-15,06:10:00,Solo daños,Choque,CR 38 CL 41,1.0,0.0,1,2019,6,,6,0,6,2
2019-06-15,19:00:00,Solo daños,Choque,AV CIRCUNVALAR CR 2A SUR,1.0,0.0,1,2019,6,,19,0,19,2
2019-06-15,08:10:00,Solo daños,Choque,CR 4B 24B 76,1.0,0.0,1,2019,6,,8,0,8,2
2019-06-15,20:30:00,Solo daños,Choque,CL 84 CR 56,1.0,0.0,1,2019,6,,20,0,20,2
2019-06-15,08:40:00,Solo daños,Choque,CR 8 CL 12,1.0,0.0,1,2019,6,,8,0,8,2
2019-06-15,09:10:00,Con heridos,Choque,CL 99 CR 58,1.0,0.0,1,2019,6,,9,0,9,0
2019-06-15,21:50:00,Solo daños,Choque,CR 25 CL 61,1.0,0.0,1,2019,6,,21,0,21,2
2019-06-15,10:00:00,Solo daños,Choque,CALLE 100 CRA 53,1.0,0.0,1,2019,6,,10,0,10,2
2019-06-15,10:30:00,Solo daños,Choque,CRA 53 CALLE 98,1.0,0.0,1,2019,6,,10,0,10,2
2019-06-15,10:50:00,Solo daños,Choque,CR 38 CL 79A,1.0,0.0,1,2019,6,,10,0,10,2
2019-06-15,00:15:00,Con heridos,Choque,CR 20B CL 64B,1.0,0.0,1,2019,6,,0,0,0,0
2019-06-16,13:10:00,Solo daños,Choque,CL 19 CR 3D,1.0,0.0,1,2019,6,,13,0,13,2
2019-06-16,14:00:00,Solo daños,Choque,CL 50C CR 7C,1.0,0.0,1,2019,6,,14,0,14,2
2019-06-16,14:15:00,Con heridos,Choque,CL 46 CR 12 SUR,2.0,0.0,1,2019,6,,14,0,14,0
2019-06-16,16:10:00,Solo daños,Choque,CL 82 CR 53,1.0,0.0,1,2019,6,,16,0,16,2
2019-06-16,18:20:00,Con heridos,Choque,CL 17 CR 23,1.0,0.0,1,2019,6,,18,0,18,0
2019-06-16,19:10:00,Solo daños,Choque,CL 30 11 187,1.0,0.0,1,2019,6,,19,0,19,2
2019-06-16,19:45:00,Con heridos,Choque,CL 80 CR 4B,1.0,0.0,1,2019,6,,19,0,19,0
2019-06-16,08:30:00,Solo daños,Choque,CL 80 CR 42G,1.0,0.0,1,2019,6,,8,0,8,2
2019-06-16,22:36:00,Solo daños,Choque,CL 64 CR 58,1.0,0.0,1,2019,6,,22,0,22,2
2019-06-16,12:15:00,Solo daños,Choque,CL 110 CR 52,1.0,0.0,1,2019,6,,12,0,12,2
2019-06-17,14:50:00,Solo daños,Choque,CR 8 CL 38,1.0,0.0,1,2019,6,,14,0,14,2
2019-06-17,17:40:00,Solo daños,Choque,CR 38 CL 1,1.0,0.0,1,2019,6,,17,0,17,2
2019-06-17,18:00:00,Solo daños,Choque,CL 72 CR 36,1.0,0.0,1,2019,6,,18,0,18,2
2019-06-17,07:15:00,Solo daños,Choque,CL 17 CR 8,1.0,0.0,1,2019,6,,7,0,7,2
2019-06-17,19:20:00,Con heridos,Atropello,CR 51B CL 96,2.0,0.0,1,2019,6,,19,0,19,0
2019-06-17,08:00:00,Con heridos,Choque,CL 110 3 SUR 91,3.0,0.0,1,2019,6,,8,0,8,0
2019-06-17,09:00:00,Solo daños,Choque,CR 47 82 64,1.0,0.0,1,2019,6,,9,0,9,2
2019-06-17,21:00:00,Con heridos,Choque,CL 82 CR 47,2.0,0.0,1,2019,6,,21,0,21,0
2019-06-17,10:00:00,Solo daños,Choque,CL 29 CR 30,1.0,0.0,1,2019,6,,10,0,10,2
2019-06-17,10:45:00,Solo daños,Choque,CR 38 CL 35,1.0,0.0,1,2019,6,,10,0,10,2
2019-06-17,11:20:00,Solo daños,Choque,VIA 40 51 414,1.0,0.0,1,2019,6,,11,0,11,2
2019-06-17,12:30:00,Solo daños,Choque,CL 86 CR 49C,1.0,0.0,1,2019,6,,12,0,12,2
2019-06-18,14:00:00,Con heridos,Choque,CR 42B1 CL 84,1.0,0.0,1,2019,6,,14,0,14,0
2019-06-18,14:00:00,Solo daños,Choque,CL 90 CR 52B,1.0,0.0,1,2019,6,,14,0,14,2
2019-06-18,15:00:00,Con heridos,Atropello,CR 8 CL 41B,2.0,0.0,1,2019,6,,15,0,15,0
2019-06-18,15:00:00,Solo daños,Choque,CL 100 CR 55 Y 53,1.0,0.0,1,2019,6,,15,0,15,2
2019-06-18,15:30:00,Con heridos,Choque,AV CORDIALIDAD KM 2,1.0,0.0,1,2019,6,,15,0,15,0
2019-06-18,15:40:00,Solo daños,Choque,CL 110 CR 36,1.0,0.0,1,2019,6,,15,0,15,2
2019-06-18,15:40:00,Solo daños,Choque,CL 82 CR 51B,1.0,0.0,1,2019,6,,15,0,15,2
2019-06-18,17:50:00,Solo daños,Choque,CL 68 CR 39B,1.0,0.0,1,2019,6,,17,0,17,2
2019-06-18,18:10:00,Solo daños,Choque,CL 39 CR 29,1.0,0.0,1,2019,6,,18,0,18,2
2019-06-18,18:15:00,Solo daños,Choque,CL 61 CR 21B,1.0,0.0,1,2019,6,,18,0,18,2
2019-06-18,18:20:00,Con heridos,Choque,CL 77 CR 38D,1.0,0.0,1,2019,6,,18,0,18,0
2019-06-18,06:40:00,Con heridos,Choque,CR 43 CL 72,3.0,0.0,1,2019,6,,6,0,6,0
2019-06-18,06:50:00,Solo daños,Choque,CR 1D CL 19,1.0,0.0,1,2019,6,,6,0,6,2
2019-06-18,07:10:00,Solo daños,Choque,CL 114 CR 36B,1.0,0.0,1,2019,6,,7,0,7,2
2019-06-18,07:50:00,Solo daños,Choque,CR 44 CL 72,1.0,0.0,1,2019,6,,7,0,7,2
2019-06-18,08:00:00,Con heridos,Choque,CR 13 CL 52D,1.0,0.0,1,2019,6,,8,0,8,0
2019-06-18,20:00:00,Con heridos,Choque,CL 31 CR 23,1.0,0.0,1,2019,6,,20,0,20,0
2019-06-18,20:00:00,Con heridos,Choque,CL 76 CR 72,1.0,0.0,1,2019,6,,20,0,20,0
2019-06-18,21:10:00,Solo daños,Choque,CR 51B CL 98,1.0,0.0,1,2019,6,,21,0,21,2
2019-06-18,21:45:00,Con heridos,Choque,CR 42A4 CL 86,1.0,0.0,1,2019,6,,21,0,21,0
2019-06-18,10:20:00,Solo daños,Choque,CL 60 CR 20B,1.0,0.0,1,2019,6,,10,0,10,2
2019-06-18,10:55:00,Solo daños,Choque,CL 78 CR 57,1.0,0.0,1,2019,6,,10,0,10,2
2019-06-18,11:00:00,Con heridos,Choque,CL 76 CR 51B,1.0,0.0,1,2019,6,,11,0,11,0
2019-06-18,11:05:00,Solo daños,Choque,CL 110 76 4,1.0,0.0,1,2019,6,,11,0,11,2
2019-06-18,12:30:00,Solo daños,Choque,CL 47 CR 33 15,1.0,0.0,1,2019,6,,12,0,12,2
2019-06-19,13:00:00,Solo daños,Choque,CL 17 29 168,1.0,0.0,1,2019,6,,13,0,13,2
2019-06-19,13:40:00,Solo daños,Choque,CR 4 CL 45C,1.0,0.0,1,2019,6,,13,0,13,2
2019-06-19,16:10:00,Solo daños,Choque,CL 30 CR 46,1.0,0.0,1,2019,6,,16,0,16,2
2019-06-19,16:30:00,Solo daños,Choque,CL 84 13 46,1.0,0.0,1,2019,6,,16,0,16,2
2019-06-19,16:30:00,Solo daños,Choque,CR 38 CL 109,1.0,0.0,1,2019,6,,16,0,16,2
2019-06-19,17:00:00,Solo daños,Choque,CL 19 CR 1,1.0,0.0,1,2019,6,,17,0,17,2
2019-06-19,17:05:00,Solo daños,Choque,CL 24 CR 23,1.0,0.0,1,2019,6,,17,0,17,2
2019-06-19,07:10:00,Solo daños,Choque,CL 66 CR 2,1.0,0.0,1,2019,6,,7,0,7,2
2019-06-19,07:20:00,Con heridos,Atropello,CL 64 CR 58,1.0,0.0,1,2019,6,,7,0,7,0
2019-06-19,07:50:00,Solo daños,Choque,CL 30 50 66,1.0,0.0,1,2019,6,,7,0,7,2
2019-06-19,08:30:00,Solo daños,Choque,CL 19 CR 1,1.0,0.0,1,2019,6,,8,0,8,2
2019-06-19,09:10:00,Solo daños,Choque,CL 6 CR 45,1.0,0.0,1,2019,6,,9,0,9,2
2019-06-19,21:20:00,Con heridos,Choque,CR 10 CL 14,2.0,0.0,1,2019,6,,21,0,21,0
2019-06-19,10:30:00,Solo daños,Choque,CR 51B CL 85,1.0,0.0,1,2019,6,,10,0,10,2
2019-06-19,11:30:00,Solo daños,Choque,VIA 40 85 1560,1.0,0.0,1,2019,6,,11,0,11,2
2019-06-20,16:10:00,Solo daños,Choque,CL 53 CR 50,1.0,0.0,1,2019,6,,16,0,16,2
2019-06-20,16:30:00,Con heridos,Choque,CL 108 CR 36,1.0,0.0,1,2019,6,,16,0,16,0
2019-06-20,16:30:00,Solo daños,Choque,CR 55 CL 99B 24,1.0,0.0,1,2019,6,,16,0,16,2
2019-06-20,17:15:00,Solo daños,Choque,CL 44 CR 21,1.0,0.0,1,2019,6,,17,0,17,2
2019-06-20,17:30:00,Solo daños,Choque,CL 47 CR 51,1.0,0.0,1,2019,6,,17,0,17,2
2019-06-20,17:50:00,Solo daños,Choque,CL 69 44 73,1.0,0.0,1,2019,6,,17,0,17,2
2019-06-20,18:10:00,Con heridos,Choque,CL 110 VENTANA AL MUNDO,2.0,0.0,1,2019,6,,18,0,18,0
2019-06-20,18:15:00,Solo daños,Choque,CR 41D CL 78B,1.0,0.0,1,2019,6,,18,0,18,2
2019-06-20,06:35:00,Con heridos,Otro,CL 72 CR 35B,1.0,0.0,1,2019,6,,6,0,6,0
2019-06-20,06:40:00,Con heridos,Choque,CL 31 CR 13,3.0,0.0,1,2019,6,,6,0,6,0
2019-06-20,07:20:00,Solo daños,Choque,CR 21 CL 47,1.0,0.0,1,2019,6,,7,0,7,2
2019-06-20,07:20:00,Solo daños,Choque,CR 356 CL 33,1.0,0.0,1,2019,6,,7,0,7,2
2019-06-20,19:20:00,Solo daños,Choque,CR 51B CL 103,1.0,0.0,1,2019,6,,19,0,19,2
2019-06-20,07:30:00,Con heridos,Choque,CL 70 CR 44,1.0,0.0,1,2019,6,,7,0,7,0
2019-06-20,09:55:00,Solo daños,Choque,VIA 40 73 290,1.0,0.0,1,2019,6,,9,0,9,2
2019-06-20,10:15:00,Solo daños,Choque,CR 6 CL 60B,1.0,0.0,1,2019,6,,10,0,10,2
2019-06-21,13:00:00,Solo daños,Choque,VIA 40 CON 83,1.0,0.0,1,2019,6,,13,0,13,2
2019-06-21,14:45:00,Solo daños,Choque,CR 51B CL 80,1.0,0.0,1,2019,6,,14,0,14,2
2019-06-21,14:50:00,Solo daños,Choque,CR 43 CL 36,1.0,0.0,1,2019,6,,14,0,14,2
2019-06-21,15:00:00,Con heridos,Atropello,AV MURILLO CR 35,1.0,0.0,1,2019,6,,15,0,15,0
2019-06-21,18:15:00,Solo daños,Choque,CL 35 CR 40,1.0,0.0,1,2019,6,,18,0,18,2
2019-06-21,18:35:00,Con heridos,Choque,CL 66 67 72,2.0,0.0,1,2019,6,,18,0,18,0
2019-06-21,19:00:00,Solo daños,Choque,CL 30 CR 6,1.0,0.0,1,2019,6,,19,0,19,2
2019-06-21,19:30:00,Con heridos,Choque,CL 45 CR 33,2.0,0.0,1,2019,6,,19,0,19,0
2019-06-21,08:30:00,Solo daños,Choque,VIA 40 CL 77,1.0,0.0,1,2019,6,,8,0,8,2
2019-06-21,21:10:00,Solo daños,Choque,CR 20B CL 53D,1.0,0.0,1,2019,6,,21,0,21,2
2019-06-21,11:00:00,Solo daños,Choque,VIA 40 CL 75,1.0,0.0,1,2019,6,,11,0,11,2
2019-06-21,23:20:00,Con heridos,Choque,CL 57 CR 19,1.0,0.0,1,2019,6,,23,0,23,0
2019-06-22,14:20:00,Solo daños,Choque,AV DEL RIO CL 9A,1.0,0.0,1,2019,6,,14,0,14,2
2019-06-22,16:00:00,Solo daños,Choque,CR 38 CL 127,1.0,0.0,1,2019,6,,16,0,16,2
2019-06-22,16:10:00,Solo daños,Choque,CL 19 CR 5,1.0,0.0,1,2019,6,,16,0,16,2
2019-06-22,18:10:00,Con heridos,Choque,CR 42G CL 85,1.0,0.0,1,2019,6,,18,0,18,0
2019-06-22,07:15:00,Solo daños,Choque,CL 75 CR 47,1.0,0.0,1,2019,6,,7,0,7,2
2019-06-22,19:35:00,Solo daños,Choque,CL 110 CR 13,1.0,0.0,1,2019,6,,19,0,19,2
2019-06-22,22:30:00,Con heridos,Choque,CR 1H CL 66,2.0,0.0,1,2019,6,,22,0,22,0
2019-06-22,12:30:00,Solo daños,Choque,CRA 33 CALLE 51B,1.0,0.0,1,2019,6,,12,0,12,2
2019-06-23,13:30:00,Solo daños,Choque,CR 8 CL 35,1.0,0.0,1,2019,6,,13,0,13,2
2019-06-23,01:50:00,Solo daños,Choque,CL 110 VIA 40,1.0,0.0,1,2019,6,,1,0,1,2
2019-06-23,02:30:00,Con heridos,Choque,CR 13 CL 85B,1.0,0.0,1,2019,6,,2,0,2,0
2019-06-23,14:40:00,Solo daños,Choque,CL 30 CR 23,1.0,0.0,1,2019,6,,14,0,14,2
2019-06-23,14:55:00,Con heridos,Choque,CR 14 CL 38B,2.0,0.0,1,2019,6,,14,0,14,0
2019-06-23,16:00:00,Con heridos,Choque,AV CIRCUNVALAR CL 51B,1.0,0.0,1,2019,6,,16,0,16,0
2019-06-23,16:30:00,Con heridos,Choque,CR 50 CL 45,1.0,0.0,1,2019,6,,16,0,16,0
2019-06-23,06:35:00,Solo daños,Choque,CL 30 CR 41,1.0,0.0,1,2019,6,,6,0,6,2
2019-06-23,18:40:00,Solo daños,Choque,CL 85 CR 47,1.0,0.0,1,2019,6,,18,0,18,2
2019-06-23,10:10:00,Solo daños,Choque,AV MURILLO CR 17,1.0,0.0,1,2019,6,,10,0,10,2
2019-06-23,10:20:00,Con heridos,Atropello,CL 36B 14 29,2.0,0.0,1,2019,6,,10,0,10,0
2019-06-23,22:30:00,Con heridos,Atropello,AV MURILLO CR 11 SUR,1.0,0.0,1,2019,6,,22,0,22,0
2019-06-23,11:30:00,Solo daños,Choque,CL 14 CR 23,1.0,0.0,1,2019,6,,11,0,11,2
2019-06-23,00:15:00,Solo daños,Choque,CL 41 CR 27,1.0,0.0,1,2019,6,,0,0,0,2
2019-06-23,12:20:00,Solo daños,Choque,CL 56 CR 14,1.0,0.0,1,2019,6,,12,0,12,2
2019-06-23,12:30:00,Solo daños,Choque,CR 65 CL 84,1.0,0.0,1,2019,6,,12,0,12,2
2019-06-23,12:40:00,Solo daños,Choque,CL 70 CR 44,1.0,0.0,1,2019,6,,12,0,12,2
2019-06-23,12:45:00,Solo daños,Choque,CR 46 87 27,1.0,0.0,1,2019,6,,12,0,12,2
2019-06-24,16:45:00,Solo daños,Choque,AV CIRCUNVALAR CR 9G,1.0,0.0,1,2019,6,,16,0,16,2
2019-06-24,17:30:00,Solo daños,Choque,CL 53D CR 20,1.0,0.0,1,2019,6,,17,0,17,2
2019-06-24,06:00:00,Solo daños,Volcamiento,AV CIRCUNVALAR CR 44,1.0,0.0,1,2019,6,,6,0,6,2
2019-06-25,13:00:00,Solo daños,Choque,CR 38 CL 110,1.0,0.0,1,2019,6,,13,0,13,2
2019-06-25,13:30:00,Solo daños,Choque,CR 46 CL 92,1.0,0.0,1,2019,6,,13,0,13,2
2019-06-25,14:55:00,Con muertos,Choque,CL 110 14 427,1.0,1.0,1,2019,6,,14,1,14,1
2019-06-25,15:00:00,Solo daños,Choque,CL 110 10 427,1.0,0.0,1,2019,6,,15,0,15,2
2019-06-25,15:00:00,Solo daños,Choque,CL 84 CR 50,1.0,0.0,1,2019,6,,15,0,15,2
2019-06-25,05:54:00,Con heridos,Choque,CL 60 CR 13,2.0,0.0,1,2019,6,,5,0,5,0
2019-06-25,18:00:00,Solo daños,Choque,AV CORDIALIDAD CR 9,1.0,0.0,1,2019,6,,18,0,18,2
2019-06-25,18:00:00,Solo daños,Choque,CL 30 CR 11,1.0,0.0,1,2019,6,,18,0,18,2
2019-06-25,06:16:00,Solo daños,Choque,CL 84 49C 35,1.0,0.0,1,2019,6,,6,0,6,2
2019-06-25,18:20:00,Solo daños,Choque,CR 9G CL 110,1.0,0.0,1,2019,6,,18,0,18,2
2019-06-25,07:10:00,Solo daños,Choque,CL 17 CR 8,1.0,0.0,1,2019,6,,7,0,7,2
2019-06-25,08:00:00,Solo daños,Choque,VIA 40 CR 54,1.0,0.0,1,2019,6,,8,0,8,2
2019-06-25,08:10:00,Solo daños,Choque,CR 45CL 62,1.0,0.0,1,2019,6,,8,0,8,2
2019-06-25,20:20:00,Solo daños,Choque,CR 38 CL 110,1.0,0.0,1,2019,6,,20,0,20,2
2019-06-25,08:50:00,Solo daños,Choque,CR 46 CL 62,1.0,0.0,1,2019,6,,8,0,8,2
2019-06-25,09:00:00,Con heridos,Choque,CL 45G CR 4,1.0,0.0,1,2019,6,,9,0,9,0
2019-06-25,21:15:00,Solo daños,Choque,CL 50 CR 34,1.0,0.0,1,2019,6,,21,0,21,2
2019-06-25,09:30:00,Con heridos,Choque,CR 27 CL 33,1.0,0.0,1,2019,6,,9,0,9,0
2019-06-25,22:30:00,Con heridos,Choque,VIA 40 CL 58,1.0,0.0,1,2019,6,,22,0,22,0
2019-06-25,23:10:00,Solo daños,Choque,CR 44 CL 67,1.0,0.0,1,2019,6,,23,0,23,2
2019-06-25,11:15:00,Solo daños,Choque,AV CIRCUNVALAR CR 29,1.0,0.0,1,2019,6,,11,0,11,2
2019-06-25,12:00:00,Solo daños,Choque,CR 15 61 4,1.0,0.0,1,2019,6,,12,0,12,2
2019-06-25,12:30:00,Con heridos,Choque,CR 38 CL 31,1.0,0.0,1,2019,6,,12,0,12,0
2019-06-25,12:30:00,Solo daños,Choque,CR 46 CL 91,1.0,0.0,1,2019,6,,12,0,12,2
2019-06-25,12:40:00,Solo daños,Choque,CL 85 76 42,1.0,0.0,1,2019,6,,12,0,12,2
2019-06-26,13:00:00,Con heridos,Choque,CR 50 CL 76,1.0,0.0,1,2019,6,,13,0,13,0
2019-06-26,13:30:00,Solo daños,Choque,CR 50 CL 82 169,1.0,0.0,1,2019,6,,13,0,13,2
2019-06-26,14:00:00,Solo daños,Choque,VIA 40 CL 77,1.0,0.0,1,2019,6,,14,0,14,2
